episode,scramble,solved,steps,reward,epsilon,solve_rate,avg_steps,avg_reward,total_solves,best_streak,tile_accuracy
6430,5,false,25,-2.0833,0.525749,0.1400,21.98,12.2993,1200,5,0.3750
6440,5,true,15,103.6000,0.525276,0.1800,21.28,16.4942,1205,5,1.0000
6450,5,false,25,-3.3333,0.524751,0.1800,21.28,16.5192,1205,5,0.2917
6460,5,false,25,1.2500,0.524278,0.1700,21.56,15.5568,1207,5,0.3750
6470,5,true,5,99.6000,0.523650,0.1700,21.54,15.6005,1210,5,0.3333
6480,5,false,25,-2.5000,0.523126,0.1700,21.54,15.5297,1211,5,0.2500
6490,5,false,25,-1.6667,0.522603,0.1700,21.54,15.4672,1212,5,0.2500
6500,5,true,3,104.3833,0.522081,0.1700,21.40,15.5020,1216,5,1.0000
6510,5,false,25,-4.1667,0.521559,0.1800,21.22,16.5085,1218,5,0.2917
6520,5,false,25,-5.0000,0.521038,0.1900,21.00,17.4482,1219,5,0.0833
6530,5,false,25,0.4167,0.520517,0.2000,20.98,18.4053,1220,5,0.3750
6540,5,false,25,-4.5833,0.519997,0.1700,21.50,15.2212,1222,5,0.1667
6550,5,true,7,97.3167,0.519477,0.1900,21.14,17.2300,1224,5,0.3333
6560,5,false,25,-0.0000,0.518958,0.1800,21.30,16.1838,1225,5,0.4167
6570,5,false,25,-0.4167,0.518491,0.1900,21.20,17.2365,1229,5,0.3333
6580,5,true,1,100.0000,0.517921,0.2300,20.42,21.4935,1234,5,1.0000
6590,5,false,25,-4.1667,0.517507,0.2400,20.24,22.5375,1236,5,0.2500
6600,5,false,25,-4.5833,0.516886,0.2100,21.00,19.3418,1237,5,0.0833
6610,5,false,25,-1.2500,0.516369,0.2000,21.16,18.3332,1238,5,0.2917
6620,5,true,1,100.0000,0.515905,0.2100,20.94,19.4645,1240,5,0.3333
6630,5,false,25,-3.3333,0.515389,0.2000,20.96,18.4198,1240,5,0.1250
6640,5,true,11,101.5000,0.514822,0.2400,20.30,22.5898,1246,5,0.3333
6650,5,true,1,100.0000,0.514359,0.2500,19.98,23.8270,1249,5,1.0000
6660,5,false,25,-5.0000,0.513794,0.3000,18.86,28.9232,1255,5,0.2083
6670,5,true,3,104.3833,0.513332,0.2800,19.20,26.8747,1257,5,0.3333
6680,5,false,25,-4.1667,0.512767,0.2400,19.98,22.7677,1258,5,0.1250
6690,5,false,25,-2.0833,0.512255,0.2400,20.04,22.8283,1260,5,0.2500
6700,5,false,25,-0.4167,0.511743,0.2700,19.48,26.0165,1264,5,0.2917
6710,5,false,25,-1.2500,0.511282,0.2900,19.20,28.0923,1267,5,0.2083
6720,5,false,25,-0.4167,0.510720,0.3000,19.04,29.0718,1270,5,0.4167
6730,5,true,1,100.0000,0.510210,0.3400,18.22,33.1828,1274,5,0.3333
6740,5,true,5,104.6000,0.509700,0.3100,18.80,30.1177,1277,5,0.3333
6750,5,false,25,-1.6667,0.509190,0.2900,19.28,27.8843,1278,5,0.2917
6760,5,false,25,-5.4167,0.508732,0.2500,20.26,23.8448,1280,5,0.3750
6770,5,false,25,-2.9167,0.508173,0.2600,20.06,24.8242,1283,5,0.1250
6780,5,false,25,-6.6667,0.507665,0.2700,19.84,25.6263,1285,5,0.2500
6790,5,true,3,104.8000,0.507157,0.2700,19.76,25.5802,1287,5,0.3333
6800,5,false,25,-1.6667,0.506701,0.2500,20.08,23.4212,1289,5,0.2917
6810,5,false,25,-0.0000,0.506144,0.2400,20.14,22.4767,1291,5,0.3750
6820,5,false,25,-2.9167,0.505638,0.2500,19.84,23.4785,1295,5,0.1250
6830,5,true,11,103.5833,0.505133,0.2300,20.30,21.4263,1297,5,1.0000
6840,5,false,25,-4.5833,0.504628,0.2300,20.16,21.4320,1300,5,0.2083
6850,5,true,3,101.0500,0.504123,0.2500,19.72,23.3988,1303,5,0.3333
6860,5,true,1,100.0000,0.503619,0.2500,19.64,23.4652,1305,5,0.3333
6870,5,false,25,-7.0833,0.503166,0.2400,19.80,22.4232,1307,5,0.0833
6880,5,false,25,-2.5000,0.502663,0.2300,20.08,21.5733,1308,5,0.2917
6890,5,false,25,-1.6667,0.502111,0.2500,19.72,23.5363,1312,5,0.2500
6900,5,false,25,-2.5000,0.501659,0.2600,19.56,24.6367,1315,5,0.1250
6910,5,false,25,-3.7500,0.501108,0.2600,19.60,24.6285,1317,5,0.2917
6920,5,false,25,-2.5000,0.500607,0.2300,20.46,21.4687,1318,5,0.0417
6930,5,true,1,100.0000,0.500156,0.2300,20.38,21.4600,1320,5,0.3333
6940,5,true,1,100.0000,0.499606,0.2400,20.06,22.4055,1324,5,0.3333
6950,5,false,25,-0.0000,0.499157,0.2500,19.86,23.5348,1328,5,0.3750
6960,5,false,25,-5.8333,0.498608,0.2400,20.10,22.3557,1329,5,0.0417
6970,5,false,25,-2.5000,0.498110,0.2400,20.20,22.3457,1331,5,0.0833
6980,5,false,25,-1.2500,0.497612,0.2500,20.02,23.3605,1333,5,0.2083
6990,5,true,7,103.9833,0.497114,0.2500,19.98,23.4187,1337,5,1.0000
7000,5,false,25,-2.0833,0.496618,0.2400,20.20,22.3623,1339,5,0.4167
7010,5,false,25,-0.0000,0.496121,0.2600,19.74,24.4853,1343,5,0.4167
7020,5,true,13,98.8000,0.495625,0.2800,19.26,26.5562,1346,5,1.0000
7030,5,true,1,100.0000,0.495130,0.2900,19.02,27.5687,1349,5,1.0000
7040,5,false,25,-3.7500,0.494684,0.2500,19.98,23.4520,1349,5,0.2500
7050,5,false,25,-2.5000,0.494141,0.2300,20.46,21.4145,1351,5,0.2083
7060,5,false,25,-3.3333,0.493647,0.2300,20.52,21.4335,1352,5,0.1667
7070,5,false,25,-6.2500,0.493153,0.2300,20.52,21.3377,1354,5,0.0000
7080,5,false,25,-2.5000,0.492660,0.2400,20.32,22.5003,1357,5,0.2917
7090,5,true,1,100.0000,0.492168,0.2600,19.94,24.6153,1363,5,0.3333
7100,5,true,1,100.0000,0.491676,0.2700,19.76,25.7260,1366,5,1.0000
7110,5,true,3,103.9667,0.491184,0.2400,20.40,22.5507,1367,5,1.0000
7120,5,false,25,-2.9167,0.490693,0.2300,20.56,21.4420,1369,5,0.1667
7130,5,false,25,-2.5000,0.490203,0.2100,21.00,19.4752,1370,5,0.1667
7140,5,false,25,-1.6667,0.489713,0.2200,20.80,20.5962,1371,5,0.3333
7150,5,false,25,-1.2500,0.489272,0.2100,20.92,19.5707,1372,5,0.3333
7160,5,true,3,103.5500,0.488832,0.2200,20.62,20.5308,1374,5,0.3333
7170,5,false,25,-4.5833,0.488246,0.2400,20.34,22.7150,1378,5,0.2083
7180,5,true,15,101.1000,0.487758,0.2500,20.10,23.6150,1382,5,0.3333
7190,5,false,25,-4.1667,0.487319,0.2200,20.70,20.4062,1385,5,0.0417
7200,5,false,25,-3.7500,0.486783,0.2100,20.86,19.4267,1387,5,0.2500
7210,5,true,3,104.3833,0.486297,0.2500,20.12,23.5172,1392,5,1.0000
7220,5,false,25,-2.9167,0.485811,0.2500,20.22,23.7197,1394,5,0.3333
7230,5,false,25,-2.0833,0.485325,0.2700,19.92,25.7642,1397,5,0.0833
7240,5,false,25,-5.8333,0.484840,0.2900,19.54,27.7625,1400,5,0.2500
7250,5,false,25,-0.8333,0.484404,0.2900,19.56,27.7438,1401,5,0.4167
7260,5,true,1,100.0000,0.483871,0.3000,19.40,28.7733,1404,5,0.3333
7270,5,false,25,-7.0833,0.483436,0.2800,19.56,26.6262,1406,5,0.1250
7280,5,false,25,-0.8333,0.482904,0.2600,20.06,24.6408,1408,5,0.2500
7290,5,false,25,-2.9167,0.482422,0.2500,20.20,23.6425,1410,5,0.1250
7300,5,true,5,101.2667,0.481940,0.2900,19.46,27.7413,1416,5,0.3333
7310,5,false,25,-2.0833,0.481458,0.2600,19.96,24.6133,1418,5,0.3750
7320,5,false,25,-2.5000,0.480977,0.2600,19.88,24.5213,1420,5,0.1250
7330,5,false,25,2.0833,0.480496,0.2500,20.02,23.3605,1422,5,0.6667
7340,5,false,25,-3.7500,0.480112,0.2400,20.16,22.3705,1424,5,0.1667
7350,5,false,25,-2.0833,0.479536,0.2400,20.14,22.3850,1425,5,0.2083
7360,5,false,25,-5.8333,0.479104,0.2500,19.94,23.4852,1429,5,0.1250
7370,5,false,25,-2.0833,0.478578,0.2500,19.98,23.5437,1431,5,0.0833
7380,5,false,25,-1.6667,0.478099,0.2600,19.66,24.6058,1434,5,0.3333
7390,5,false,25,-0.8333,0.477669,0.2800,19.36,26.7462,1438,5,0.2500
7400,5,true,3,103.1333,0.477144,0.2700,19.46,25.5727,1443,5,0.3333
7410,5,false,25,-2.0833,0.476667,0.2900,19.26,27.6613,1447,5,0.1667
7420,5,false,25,-0.8333,0.476191,0.3000,18.96,28.5132,1450,5,0.2083
7430,5,false,25,-3.3333,0.475715,0.3000,18.98,28.6945,1452,5,0.2083
7440,5,false,25,-2.9167,0.475239,0.3400,18.22,32.5995,1458,5,0.0833
7450,5,false,25,-5.4167,0.474764,0.3700,17.66,35.4377,1462,5,0.3750
7460,5,true,3,100.6333,0.474290,0.3800,17.54,36.4298,1467,5,0.3333
7470,5,false,25,-4.5833,0.473815,0.3900,17.30,37.4340,1470,5,0.0417
7480,5,false,25,2.9167,0.473342,0.4000,17.02,38.3963,1474,5,0.9167
7490,5,false,25,-1.2500,0.472963,0.3700,17.62,35.2792,1475,5,0.3750
7500,5,false,25,-2.5000,0.472396,0.3400,18.24,32.1767,1477,5,0.2917
7510,5,true,1,100.0000,0.471924,0.3300,18.34,31.1323,1480,5,0.3333
7520,5,true,7,102.7333,0.471499,0.3400,18.26,32.2830,1484,5,1.0000
7530,5,false,25,-1.2500,0.470981,0.3400,18.18,32.1910,1486,5,0.3333
7540,5,false,25,-0.0000,0.470510,0.3100,18.68,29.3338,1489,5,0.3333
7550,5,false,25,-2.0833,0.470040,0.3200,18.44,30.6088,1494,5,0.4167
7560,5,false,25,-0.4167,0.469570,0.3100,18.52,29.6623,1498,5,0.3750
7570,5,true,3,104.3833,0.469148,0.3200,18.30,30.7853,1502,5,0.3333
7580,5,false,25,-2.5000,0.468632,0.3000,18.76,28.6915,1504,5,0.2917
7590,5,false,25,-0.0000,0.468163,0.3200,18.42,30.8025,1507,5,0.4167
7600,5,false,25,-3.3333,0.467695,0.3300,18.26,31.8528,1510,5,0.0833
7610,5,false,25,-0.0000,0.467275,0.3300,18.22,31.8527,1513,5,0.3333
7620,5,false,25,-2.0833,0.466761,0.3100,18.62,29.8982,1515,5,0.1667
7630,5,false,25,-3.3333,0.466294,0.3500,17.80,34.0425,1521,5,0.1250
7640,5,false,25,-3.3333,0.465875,0.3500,18.00,34.0225,1524,5,0.2083
7650,5,true,5,99.6000,0.465363,0.3300,18.54,31.9165,1527,5,1.0000
7660,5,true,1,100.0000,0.464898,0.3100,18.94,29.8328,1529,5,0.3333
7670,5,true,9,103.7833,0.464433,0.2900,19.48,27.7810,1531,5,0.3333
7680,5,false,25,-0.4167,0.463969,0.2900,19.48,27.8352,1533,5,0.3333
7690,5,false,25,-2.9167,0.463505,0.2800,19.64,26.7473,1535,5,0.3333
7700,5,true,3,99.3833,0.463042,0.2700,19.76,25.8218,1537,5,0.3333
7710,5,false,25,0.4167,0.462625,0.2700,19.88,25.9432,1540,5,0.5833
7720,5,false,25,-1.6667,0.462116,0.3000,19.26,29.0540,1545,5,0.2500
7730,5,false,25,-6.6667,0.461654,0.2900,19.50,28.0332,1550,5,0.1667
7740,5,false,25,-3.7500,0.461193,0.2800,19.52,26.9093,1552,5,0.0833
7750,5,false,25,-2.5000,0.460732,0.2600,19.84,24.9378,1553,5,0.1667
7760,5,true,9,99.2000,0.460271,0.2800,19.58,27.0242,1557,5,0.3333
7770,5,true,3,103.9667,0.459811,0.2900,19.26,27.9780,1560,5,0.3333
7780,5,true,5,99.6000,0.459352,0.3000,19.10,28.8783,1563,5,0.3333
7790,5,false,25,-3.7500,0.458939,0.3300,18.40,31.8888,1568,5,0.1667
7800,5,true,3,99.3833,0.458434,0.3400,18.24,32.9183,1571,5,0.3333
7810,5,false,25,-2.5000,0.457976,0.3400,18.10,32.7907,1574,5,0.2083
7820,5,false,25,-5.4167,0.457518,0.3300,18.18,31.6442,1578,5,0.1250
7830,5,false,25,-0.8333,0.457061,0.3000,18.80,28.5292,1580,5,0.4167
7840,5,false,25,-0.4167,0.456604,0.3100,18.66,29.5608,1583,5,0.3750
7850,5,false,25,-5.0000,0.456193,0.3400,18.08,32.5177,1587,5,0.4167
7860,5,false,25,-4.1667,0.455691,0.3100,18.60,29.4210,1588,5,0.0417
7870,5,false,25,-5.4167,0.455236,0.2900,19.10,27.3482,1589,5,0.1250
7880,5,true,9,99.2000,0.454781,0.3000,18.98,28.5153,1593,5,0.3333
7890,5,true,1,100.0000,0.454372,0.2900,19.18,27.5068,1597,5,0.3333
7900,5,false,25,3.3333,0.453918,0.3000,18.90,28.5317,1601,5,0.6667
7910,5,true,3,99.3833,0.453464,0.3100,18.62,29.6065,1605,5,0.3333
7920,5,true,3,103.5500,0.453147,0.2900,19.02,27.5937,1607,5,1.0000
7930,5,true,7,101.0667,0.452513,0.3100,18.60,29.6752,1611,5,0.3333
7940,5,false,25,-3.7500,0.452196,0.2900,18.98,27.6727,1612,5,0.0833
7950,5,true,7,103.9833,0.451608,0.3200,18.26,30.8643,1619,5,1.0000
7960,5,false,25,-1.6667,0.451157,0.3300,18.04,31.9207,1621,5,0.2500
7970,5,true,1,100.0000,0.450706,0.3300,17.96,31.9370,1622,5,0.3333
7980,5,false,25,-0.8333,0.450256,0.3300,17.80,31.9447,1626,5,0.2083
7990,5,true,1,100.0000,0.449806,0.3100,18.18,29.8797,1628,5,0.0000
8000,5,true,3,97.7167,0.449356,0.3200,17.98,30.8382,1633,5,0.3333
8010,5,false,25,-5.0000,0.448952,0.3000,18.50,28.8342,1635,5,0.1250
8020,5,false,25,-7.0833,0.448458,0.3200,18.12,30.8825,1639,5,0.1250
8030,5,true,7,103.9833,0.448010,0.3100,18.44,30.0287,1642,5,0.3333
8040,5,false,25,-3.7500,0.447607,0.3400,18.12,33.0678,1646,5,0.0833
8050,5,false,25,-3.7500,0.447159,0.2800,19.36,26.8295,1647,5,0.1667
8060,5,false,25,-1.2500,0.446668,0.2800,19.44,26.7923,1649,5,0.3750
8070,5,false,25,-3.7500,0.446221,0.3100,18.88,29.8597,1653,5,0.0833
8080,5,false,25,-3.7500,0.445775,0.3100,18.90,29.7910,1657,5,0.0833
8090,5,false,25,-4.5833,0.445330,0.3300,18.60,31.8063,1661,5,0.0417
8100,5,false,25,-4.5833,0.444929,0.3100,19.10,29.8710,1664,5,0.1250
8110,5,false,25,-1.6667,0.444440,0.3500,18.20,33.8817,1670,5,0.2500
8120,5,false,25,-5.0000,0.443996,0.3300,18.60,31.7063,1672,5,0.4167
8130,5,false,25,-2.5000,0.443596,0.3200,18.70,30.4245,1674,5,0.0833
8140,5,true,3,104.3833,0.443153,0.3100,18.64,29.4670,1677,5,1.0000
8150,5,false,25,-2.5000,0.442666,0.3200,18.42,30.4525,1679,5,0.0833
8160,5,false,25,-2.9167,0.442223,0.3400,17.92,32.4670,1683,5,0.1250
8170,5,false,25,-0.4167,0.441825,0.3200,18.30,30.5437,1685,5,0.4167
8180,5,false,25,-5.4167,0.441384,0.3100,18.54,29.5228,1688,5,0.1250
8190,5,false,25,-6.2500,0.440942,0.3000,18.84,28.5877,1691,5,0.2917
8200,5,false,25,-4.1667,0.440502,0.3000,18.76,28.4623,1694,5,0.2083
8210,5,false,25,-0.8333,0.440017,0.2600,19.64,24.3745,1696,5,0.3333
8220,5,false,25,-1.6667,0.439578,0.2800,19.36,26.6253,1700,5,0.2917
8230,5,false,25,-1.2500,0.439138,0.3000,19.08,28.7637,1704,5,0.2917
8240,5,false,25,-2.5000,0.438743,0.2800,19.62,26.7493,1705,5,0.2083
8250,5,true,9,105.0333,0.438261,0.3000,19.28,28.9312,1709,5,1.0000
8260,5,false,25,-1.2500,0.437823,0.2900,19.56,27.9230,1712,5,0.2917
8270,5,false,25,-3.3333,0.437429,0.2700,19.98,25.8082,1712,5,0.1250
8280,5,false,25,-2.9167,0.436948,0.2500,20.44,23.6977,1713,5,0.3750
8290,5,false,25,-4.5833,0.436511,0.2300,20.72,21.6218,1714,5,0.1667
8300,5,true,3,104.8000,0.436075,0.2300,20.82,21.6618,1717,5,1.0000
8310,5,false,25,-1.2500,0.435639,0.2100,21.22,19.6282,1717,5,0.2917
8320,5,false,25,-0.4167,0.435203,0.2000,21.34,18.5443,1720,5,0.3333
8330,5,false,25,-7.5000,0.434768,0.1900,21.48,17.3627,1723,5,0.1667
8340,5,false,25,-0.8333,0.434334,0.2200,20.78,20.3398,1727,5,0.3750
8350,5,false,25,-3.7500,0.433943,0.2100,21.06,19.2817,1730,5,0.1250
8360,5,false,25,-2.5000,0.433466,0.2000,21.32,18.3380,1732,5,0.0417
8370,5,false,25,0.8333,0.433119,0.2300,20.66,21.4987,1735,5,0.3750
8380,5,false,25,-1.2500,0.432600,0.2400,20.36,22.5797,1737,5,0.4167
8390,5,false,25,-2.0833,0.432168,0.2500,20.10,23.6233,1739,5,0.2500
8400,5,false,25,-0.0000,0.431736,0.2700,19.72,25.7550,1744,5,0.2500
8410,5,false,25,-2.0833,0.431304,0.2800,19.58,26.7658,1745,5,0.2083
8420,5,false,25,-2.5000,0.430873,0.3000,19.08,28.7845,1750,5,0.0833
8430,5,false,25,-5.0000,0.430485,0.2900,19.20,27.8632,1752,5,0.0417
8440,5,true,1,100.0000,0.430012,0.2700,19.52,25.7875,1754,5,0.3333
8450,5,false,25,-4.5833,0.429582,0.2500,19.84,23.6910,1755,5,0.0833
8460,5,false,25,-1.2500,0.429153,0.2700,19.38,25.7515,1759,5,0.2917
8470,5,true,5,102.1000,0.428724,0.2600,19.60,24.5577,1761,5,1.0000
8480,5,false,25,-4.1667,0.428295,0.2700,19.48,25.5123,1764,5,0.2500
8490,5,true,3,104.3833,0.427910,0.2800,19.32,26.6377,1767,5,0.3333
8500,5,false,25,-3.7500,0.427440,0.2700,19.52,25.5500,1771,5,0.1667
8510,5,true,3,102.7167,0.427098,0.3100,18.72,29.7007,1776,5,0.3333
8520,5,false,25,-0.8333,0.426585,0.2700,19.58,25.5482,1777,5,0.1667
8530,5,false,25,-1.2500,0.426159,0.3000,19.16,28.5640,1782,5,0.3333
8540,5,false,25,-2.9167,0.425733,0.3100,19.02,29.6623,1785,5,0.3750
8550,5,false,25,-3.7500,0.425350,0.3500,18.34,33.8718,1790,5,0.2917
8560,5,false,25,-0.8333,0.424882,0.3400,18.38,32.7502,1793,5,0.3333
8570,5,false,25,-3.3333,0.424458,0.3500,18.20,33.7858,1796,5,0.0417
8580,5,true,5,100.4333,0.424076,0.3600,18.04,34.9903,1800,5,0.3333
8590,5,true,5,103.7667,0.423610,0.3600,18.10,35.0343,1803,5,1.0000
8600,5,false,25,-2.5000,0.423229,0.3300,18.62,31.9418,1804,5,0.0833
8610,5,false,25,-0.0000,0.422763,0.3500,18.12,34.0147,1811,5,0.4167
8620,5,false,25,-2.9167,0.422341,0.3900,17.56,38.2872,1816,5,0.3750
8630,5,false,25,-3.7500,0.421918,0.3500,18.18,34.2503,1817,5,0.2500
8640,5,false,25,-5.0000,0.421497,0.3600,17.92,35.2107,1821,5,0.1667
8650,5,false,25,-0.0000,0.421075,0.3400,18.14,33.0575,1824,5,0.3333
8660,5,false,25,-1.6667,0.420655,0.3500,17.98,34.2078,1828,5,0.1667
8670,5,true,3,104.3833,0.420234,0.3700,17.50,36.3287,1833,5,1.0000
8680,5,true,5,102.1000,0.419814,0.3700,17.52,36.1933,1837,5,1.0000
8690,5,true,3,100.6333,0.419394,0.3700,17.46,36.1410,1840,5,1.0000
8700,5,true,1,100.0000,0.418975,0.4000,16.90,39.2667,1844,5,1.0000
8710,5,false,25,-2.9167,0.418556,0.3500,18.00,34.0767,1846,5,0.3333
8720,5,true,1,100.0000,0.418138,0.3600,17.60,34.9677,1852,5,1.0000
8730,5,false,25,-4.1667,0.417720,0.3600,17.60,34.8802,1853,5,0.0833
8740,5,false,25,-4.5833,0.417344,0.3400,18.14,32.8242,1855,5,0.1667
8750,5,true,3,99.8000,0.416885,0.3500,18.00,33.8600,1859,5,0.3333
8760,5,true,5,100.8500,0.416469,0.3500,18.10,33.7083,1863,5,0.3333
8770,5,false,25,-3.3333,0.416052,0.3100,18.96,29.5600,1864,5,0.0833
8780,5,false,25,-1.2500,0.415637,0.3300,18.40,31.6888,1870,5,0.4167
8790,5,false,25,-0.8333,0.415221,0.3400,18.10,32.6907,1874,5,0.3333
8800,5,false,25,-4.1667,0.414848,0.3100,18.64,29.5920,1875,5,0.2083
8810,5,true,3,99.8000,0.414392,0.3300,18.12,31.5668,1879,5,0.3333
8820,5,false,25,-1.6667,0.413977,0.3200,18.24,30.5997,1884,5,0.2083
8830,5,true,5,97.5167,0.413564,0.3400,17.94,32.8150,1887,5,0.3333
8840,5,false,25,-5.0000,0.413150,0.3500,17.64,33.9002,1890,5,0.0833
8850,5,true,3,104.3833,0.412820,0.3400,17.88,32.9335,1893,5,1.0000
8860,5,false,25,-3.7500,0.412325,0.3100,18.44,29.8495,1894,5,0.1250
8870,5,false,25,-3.3333,0.411954,0.3200,18.22,30.9517,1896,5,0.1250
8880,5,true,3,104.3833,0.411501,0.3200,18.16,30.9243,1902,5,0.3333
8890,5,true,1,100.0000,0.411089,0.3100,18.40,29.7952,1905,5,0.3333
8900,5,true,1,100.0000,0.410679,0.3300,18.04,31.8165,1908,5,0.3333
8910,5,false,25,-2.0833,0.410391,0.3100,18.52,29.8873,1910,5,0.1667
8920,5,false,25,-0.8333,0.409858,0.2900,18.98,27.7893,1913,5,0.2917
8930,5,false,25,-0.8333,0.409489,0.2900,18.90,27.8140,1916,5,0.4167
8940,5,true,1,100.0000,0.409039,0.3000,18.62,28.8097,1920,5,0.3333
8950,5,true,1,100.0000,0.408630,0.3100,18.34,29.7512,1924,5,0.3333
8960,5,false,25,-1.6667,0.408222,0.3300,17.92,31.8660,1927,5,0.1667
8970,5,false,25,-1.2500,0.407854,0.3400,17.84,32.7667,1930,5,0.3333
8980,5,false,25,-3.3333,0.407406,0.3000,18.78,28.5728,1932,5,0.0833
8990,5,false,25,-5.4167,0.406999,0.3100,18.76,29.5675,1936,5,0.0833
9000,5,false,25,-1.6667,0.406592,0.2900,19.14,27.4650,1937,5,0.3333
9010,5,true,15,101.1000,0.406186,0.3200,18.64,30.6555,1942,5,0.3333
9020,5,false,25,-0.4167,0.405780,0.3200,18.60,30.6637,1945,5,0.4583
9030,5,false,25,0.8333,0.405374,0.3000,19.02,28.5113,1946,5,0.4167
9040,5,false,25,-0.8333,0.404969,0.3100,18.82,29.5532,1951,5,0.3333
9050,5,true,3,100.6333,0.404564,0.3000,19.00,28.4300,1954,5,0.3333
9060,5,false,25,-2.0833,0.404200,0.3100,18.76,29.3008,1958,5,0.1667
9070,5,false,25,-2.5000,0.403796,0.3100,18.72,29.3257,1961,5,0.3750
9080,5,false,25,-2.9167,0.403392,0.3100,18.68,29.4005,1963,5,0.2083
9090,5,false,25,-0.8333,0.402949,0.2900,19.10,27.3815,1965,5,0.2917
9100,5,true,11,102.7500,0.402546,0.3100,18.74,29.5445,1968,5,1.0000
9110,5,true,9,100.0333,0.402184,0.2900,19.04,27.3375,1971,5,0.3333
9120,5,true,3,103.9667,0.401782,0.3100,18.68,29.3713,1976,5,1.0000
9130,5,true,1,100.0000,0.401340,0.3300,18.26,31.4320,1979,5,0.3333
9140,5,true,1,100.0000,0.400939,0.3200,18.48,30.3923,1983,5,0.3333
9150,5,true,3,103.5500,0.400578,0.3200,18.50,30.4695,1986,5,1.0000
9160,5,false,25,-4.1667,0.400178,0.3400,18.16,32.5930,1992,6,0.0000
9170,5,true,7,96.9000,0.399778,0.3500,17.98,33.5912,1996,6,0.0000
9180,5,true,5,97.9333,0.399338,0.3600,17.78,34.5913,1999,6,0.0000
9190,5,true,5,99.1833,0.399059,0.3800,17.36,36.7812,2003,6,0.0000
9200,5,false,25,-5.0000,0.398580,0.3800,17.34,36.7832,2006,6,0.1250
9210,5,false,25,-6.2500,0.398142,0.4100,16.74,39.9045,2012,6,0.2917
9220,5,true,7,102.3167,0.397744,0.3900,17.24,37.8692,2015,6,0.3333
9230,5,true,5,104.1833,0.397347,0.4100,16.96,40.0325,2020,6,0.3333
9240,5,false,25,-2.5000,0.396950,0.4000,17.20,39.0575,2023,6,0.2917
9250,5,false,25,-5.0000,0.396592,0.4200,16.92,41.1083,2028,6,0.1250
9260,5,false,25,-1.6667,0.396196,0.4100,17.06,39.9892,2033,6,0.2917
9270,5,false,25,-3.3333,0.395760,0.4200,16.76,41.1118,2038,6,0.1250
9280,5,true,1,100.0000,0.395404,0.4300,16.48,42.1992,2042,6,0.0000
9290,5,false,25,-6.2500,0.394970,0.4000,16.94,39.1293,2043,6,0.0417
9300,5,true,3,100.6333,0.394654,0.3900,17.12,38.1728,2045,6,1.0000
9310,5,true,1,100.0000,0.394180,0.3800,17.16,37.0512,2050,6,0.3333
9320,5,false,25,-2.0833,0.393786,0.3800,17.04,37.0715,2053,6,0.2917
9330,5,true,3,100.6333,0.393432,0.3700,17.06,36.0560,2057,6,0.3333
9340,5,false,25,-4.1667,0.393039,0.3700,17.12,36.0125,2060,6,0.0833
9350,5,false,25,-0.8333,0.392646,0.3600,17.24,35.1787,2064,6,0.2500
9360,5,false,25,-0.4167,0.392214,0.3500,17.56,34.5457,2068,6,0.7083
9370,5,false,25,-4.5833,0.391822,0.3200,18.20,31.3787,2070,6,0.1667
9380,5,true,7,103.9833,0.391431,0.3100,18.56,30.2458,2073,6,0.3333
9390,5,true,3,99.8000,0.391039,0.3500,17.68,34.1503,2078,6,0.3333
9400,5,false,25,1.6667,0.390727,0.3500,17.66,34.1315,2080,6,0.5833
9410,5,true,3,104.8000,0.390297,0.3700,17.30,36.2820,2087,6,0.3333
9420,5,false,25,-2.0833,0.389868,0.3800,17.16,37.2178,2091,6,0.3333
9430,5,false,25,-4.1667,0.389478,0.3500,17.90,33.9867,2092,6,0.2500
9440,5,true,11,98.1667,0.389089,0.3500,18.02,33.9372,2095,6,0.3333
9450,5,true,3,102.7167,0.388700,0.3600,17.68,34.9013,2100,6,1.0000
9460,5,false,25,-0.8333,0.388350,0.3600,17.62,34.7865,2104,6,0.2500
9470,5,true,11,102.7500,0.387923,0.3900,17.12,37.9020,2109,6,0.3333
9480,5,false,25,-0.8333,0.387536,0.3900,17.06,38.0288,2112,6,0.2500
9490,5,true,1,100.0000,0.387148,0.4000,16.94,39.2460,2118,6,0.3333
9500,5,true,7,104.4000,0.386800,0.4300,16.34,42.3340,2123,6,0.3333
9510,5,true,1,100.0000,0.386375,0.4100,16.74,40.2795,2128,6,1.0000
9520,5,false,25,-3.3333,0.385989,0.4000,16.90,39.2708,2131,6,0.1250
9530,5,false,25,-0.0000,0.385603,0.4000,16.84,39.4727,2132,6,0.5000
9540,5,false,25,-2.5000,0.385217,0.4100,16.52,40.5848,2136,6,0.2083
9550,5,false,25,-0.4167,0.384832,0.3700,17.48,36.3557,2137,6,0.2917
9560,5,false,25,-1.6667,0.384486,0.3700,17.70,36.1628,2141,6,0.2917
9570,5,false,25,-6.6667,0.384063,0.3600,17.80,35.1393,2145,6,0.2083
9580,5,false,25,-3.7500,0.383679,0.3600,17.84,35.0937,2148,6,0.1250
9590,5,false,25,-3.7500,0.383296,0.3300,18.42,32.0368,2151,6,0.0000
9600,5,false,25,-1.2500,0.382989,0.3200,18.66,30.8410,2155,6,0.1667
9610,5,false,25,-2.9167,0.382530,0.3100,18.92,29.7723,2159,6,0.0833
