episode,scramble,solved,steps,reward,epsilon,solve_rate,avg_steps,avg_reward,total_solves,best_streak,tile_accuracy
3180,3,false,25,-6.6667,0.727664,0.1600,21.56,12.8558,330,4,0.1667
3190,3,false,25,-2.5000,0.727009,0.1500,21.80,11.7725,331,4,0.2917
3200,3,false,25,-2.5000,0.726355,0.1500,21.88,11.6603,332,4,0.2083
3210,3,true,1,100.0000,0.725484,0.1600,21.64,12.5978,335,4,0.3333
3220,3,true,1,100.0000,0.724759,0.1600,21.74,12.6587,337,4,0.3333
3230,3,false,25,-3.3333,0.724035,0.1500,21.98,11.5795,337,4,0.0833
3240,3,false,25,-7.9167,0.723311,0.1200,22.56,8.5893,337,4,0.1250
3250,3,false,25,-5.8333,0.722588,0.1200,22.70,8.5045,339,4,0.0833
3260,3,false,25,-2.9167,0.721866,0.1300,22.48,9.5233,341,4,0.1667
3270,3,true,1,100.0000,0.721144,0.1500,21.98,11.5962,344,4,0.3333
3280,3,false,25,-7.9167,0.720495,0.1600,21.74,12.6378,346,4,0.1250
3290,3,false,25,-6.2500,0.719703,0.1700,21.54,13.7672,348,4,0.0417
3300,3,false,25,-5.0000,0.719056,0.1800,21.26,14.7503,350,4,0.0833
3310,3,false,25,-2.9167,0.718265,0.1900,20.94,15.8125,354,4,0.1250
3320,3,false,25,-0.4167,0.717619,0.1800,21.10,14.7663,355,4,0.3750
3330,3,false,25,-7.0833,0.716830,0.2200,20.14,18.8705,359,4,0.2083
3340,3,false,25,-7.0833,0.716113,0.2300,19.90,19.9330,360,4,0.1250
3350,3,false,25,-4.1667,0.715541,0.2200,20.00,19.0220,361,4,0.2500
3360,3,false,25,-2.5000,0.714826,0.2200,20.00,18.9678,363,4,0.2083
3370,3,false,25,-2.5000,0.713968,0.1900,20.72,15.8928,363,4,0.1667
3380,3,true,3,96.4667,0.713255,0.2100,20.26,17.9908,367,4,0.3333
3390,3,false,25,-2.0833,0.712542,0.2100,20.24,17.9012,369,4,0.2083
3400,3,false,25,-2.9167,0.711829,0.2100,20.22,17.8740,371,4,0.1667
3410,3,false,25,-5.4167,0.711118,0.1800,20.86,14.7362,372,4,0.1250
3420,3,true,1,100.0000,0.710407,0.2000,20.40,16.7925,375,4,0.3333
3430,3,true,1,100.0000,0.709768,0.1800,21.00,14.5222,377,4,0.3333
3440,3,false,25,-2.0833,0.708988,0.1700,21.24,13.5597,377,4,0.2083
3450,3,false,25,-2.9167,0.708279,0.1700,21.28,13.3598,378,4,0.1667
3460,3,false,25,-5.0000,0.707571,0.1500,21.74,11.3493,378,4,0.1250
3470,3,false,25,-5.0000,0.706934,0.1600,21.54,12.2620,379,4,0.1667
3480,3,false,25,-2.0833,0.706157,0.1400,22.02,10.0453,381,4,0.2083
3490,3,false,25,-3.7500,0.705522,0.1400,22.00,10.0932,383,4,0.2500
3500,3,true,3,99.3833,0.704746,0.1600,21.72,12.4232,387,4,0.3333
3510,3,false,25,-3.3333,0.704042,0.1700,21.50,13.4795,389,4,0.0833
3520,3,false,25,-6.2500,0.703338,0.1500,21.94,11.3002,390,4,0.2083
3530,3,true,11,97.3333,0.702635,0.1600,21.68,12.4855,393,4,0.0000
3540,3,false,25,-2.9167,0.701933,0.1800,21.22,14.5085,395,4,0.2500
3550,3,true,1,100.0000,0.701231,0.2000,20.68,16.6937,398,4,0.3333
3560,3,false,25,-5.4167,0.700530,0.2100,20.56,17.6525,399,4,0.1250
3570,3,false,25,-3.7500,0.699830,0.2200,20.30,18.8795,401,4,0.1250
3580,3,true,1,100.0000,0.699130,0.2300,20.08,20.0233,404,4,0.0000
3590,3,false,25,-7.0833,0.698432,0.2200,20.34,18.9755,405,4,0.2083
3600,3,false,25,1.2500,0.697734,0.2000,20.72,16.7272,407,4,0.5833
3610,3,false,25,-4.1667,0.697176,0.1800,21.18,14.6792,407,4,0.2083
3620,3,false,25,-3.7500,0.696339,0.1700,21.42,13.6625,407,4,0.2500
3630,3,true,3,99.8000,0.695643,0.1800,21.28,14.7983,411,4,1.0000
3640,3,false,25,-2.5000,0.694948,0.1800,21.28,14.7025,413,4,0.2917
3650,3,false,25,-2.5000,0.694253,0.1800,21.32,14.7360,416,4,0.2083
3660,3,true,1,100.0000,0.693559,0.1900,20.98,15.8335,418,4,0.3333
3670,3,false,25,-2.0833,0.692936,0.1800,21.20,14.7438,419,4,0.2083
3680,3,true,1,100.0000,0.692243,0.1700,21.44,13.6688,421,4,0.3333
3690,3,false,25,-3.3333,0.691482,0.1800,21.34,14.6715,423,4,0.2083
3700,3,true,1,100.0000,0.690791,0.1900,21.00,15.7398,426,4,0.3333
3710,3,false,25,-3.7500,0.690169,0.1900,21.00,15.7440,426,4,0.1250
3720,3,false,25,-2.9167,0.689410,0.1900,21.00,15.7523,426,4,0.1250
3730,3,false,25,-4.1667,0.688721,0.1700,21.34,13.6622,428,4,0.0833
3740,3,false,25,-1.2500,0.688033,0.1700,21.32,13.6517,430,4,0.3333
3750,3,false,25,-5.8333,0.687345,0.1800,21.12,14.6393,434,4,0.3333
3760,3,false,25,-7.9167,0.686658,0.1800,21.14,14.6165,436,4,0.1250
3770,3,false,25,-5.0000,0.685972,0.2000,20.78,16.6420,439,4,0.1667
3780,3,false,25,-7.5000,0.685286,0.2000,20.70,16.6917,441,4,0.1667
3790,3,false,25,-2.0833,0.684601,0.1800,21.02,14.7202,441,4,0.2083
3800,3,false,25,-5.4167,0.683917,0.1800,21.06,14.8078,444,4,0.0833
3810,3,false,25,1.2500,0.683302,0.2200,20.36,18.8568,448,4,0.5417
3820,3,true,1,100.0000,0.682619,0.2500,19.66,21.9173,451,4,0.3333
3830,3,false,25,-5.4167,0.681936,0.2400,19.84,20.8192,452,4,0.0833
3840,3,false,25,-4.5833,0.681186,0.2300,20.08,19.7442,453,4,0.1250
3850,3,false,25,-1.6667,0.680506,0.2000,20.74,16.6752,454,4,0.2500
3860,3,false,25,-3.3333,0.680029,0.1900,21.04,15.7483,455,4,0.1250
3870,3,false,25,-7.5000,0.679146,0.1900,20.92,15.7520,458,4,0.1667
3880,3,false,25,-5.4167,0.678535,0.2000,20.92,16.7947,461,4,0.0833
3890,3,true,1,100.0000,0.677789,0.2100,20.68,17.6655,462,4,0.3333
3900,3,false,25,-0.8333,0.677247,0.2000,20.84,16.5902,464,4,0.3750
3910,3,false,25,-4.1667,0.676502,0.1800,21.10,14.5955,466,4,0.2083
3920,3,false,25,-2.5000,0.675758,0.1600,21.56,12.6392,467,4,0.2083
3930,3,false,25,-6.6667,0.675218,0.1800,21.14,14.7290,470,4,0.2500
3940,3,false,25,-2.9167,0.674408,0.1900,20.98,15.8210,472,4,0.1250
3950,3,false,25,-3.7500,0.673734,0.1900,20.96,15.8147,473,4,0.2917
3960,3,true,7,99.4000,0.673061,0.2100,20.46,17.7750,476,4,0.3333
3970,3,false,25,-6.2500,0.672388,0.1900,20.94,15.5750,477,4,0.2917
3980,3,false,25,-2.9167,0.671716,0.1900,20.84,15.6933,480,4,0.3333
3990,3,true,5,104.1833,0.671044,0.2100,20.42,17.8582,483,4,0.3333
4000,3,false,25,-1.2500,0.670441,0.2200,20.40,18.7528,486,4,0.3333
4010,3,true,3,104.8000,0.669771,0.2200,20.48,18.8240,488,4,0.3333
4020,3,true,3,99.8000,0.669034,0.2300,20.26,19.7595,490,4,0.3333
4030,3,false,25,-3.3333,0.668499,0.2100,20.76,17.7158,491,4,0.0833
4040,3,true,1,100.0000,0.667697,0.2000,20.92,16.7822,492,4,0.3333
4050,3,false,25,-1.2500,0.667030,0.2000,20.92,16.9113,493,4,0.4583
4060,3,false,25,-1.2500,0.666430,0.2100,20.70,17.9885,497,4,0.3333
4070,3,false,25,-1.2500,0.665697,0.2100,20.74,18.1178,498,4,0.2917
4080,3,false,25,-4.1667,0.665032,0.1900,21.10,15.9548,499,4,0.0417
4090,3,false,25,-1.2500,0.664367,0.1800,21.50,14.8638,501,4,0.4583
4100,3,false,25,-3.7500,0.663769,0.1500,22.00,11.8567,501,4,0.1250
4110,3,false,25,-2.5000,0.663106,0.1400,22.12,10.7478,502,4,0.3750
4120,3,true,3,95.6333,0.662377,0.1300,22.36,9.6645,503,4,0.0000
4130,3,false,25,-2.5000,0.661715,0.1300,22.28,9.6600,504,4,0.2083
4140,3,false,25,-7.0833,0.661053,0.1500,22.04,11.6027,507,4,0.2083
4150,3,true,1,100.0000,0.660393,0.1500,22.04,11.4652,508,4,0.0000
4160,3,false,25,-5.8333,0.659733,0.1400,22.24,10.4067,511,4,0.0833
4170,3,false,25,-2.5000,0.659073,0.1400,22.20,10.5023,512,4,0.1667
4180,3,false,25,-8.3333,0.658414,0.1500,22.06,11.5340,514,4,0.0833
4190,3,false,25,-2.9167,0.657756,0.1300,22.32,9.5560,514,4,0.1250
4200,3,false,25,-3.7500,0.657164,0.1500,21.84,11.5810,516,4,0.2917
4210,3,false,25,-0.4167,0.656442,0.1500,21.86,11.5415,517,4,0.4167
4220,3,false,25,-4.1667,0.655786,0.1600,21.62,12.6748,519,4,0.2500
4230,3,false,25,-6.2500,0.655130,0.1500,21.86,11.6373,519,4,0.2917
4240,3,false,25,-6.2500,0.654475,0.1400,22.10,10.7290,521,4,0.2083
4250,3,false,25,-4.1667,0.653821,0.1800,21.28,14.8775,526,4,0.2083
4260,3,false,25,-5.8333,0.653364,0.1800,21.28,14.8733,529,4,0.3333
4270,3,false,25,-3.7500,0.652515,0.1800,21.30,14.9297,530,4,0.0833
4280,3,false,25,-2.9167,0.651863,0.1800,21.34,14.9465,532,4,0.2917
4290,3,false,25,-4.1667,0.651211,0.1800,21.34,15.0423,532,4,0.0417
4300,3,true,1,100.0000,0.650625,0.1700,21.58,14.1382,533,4,1.0000
4310,3,false,25,-7.0833,0.649910,0.1800,21.58,15.0642,535,4,0.2083
4320,3,true,5,99.6000,0.649325,0.1900,21.40,16.2290,538,4,0.3333
4330,3,false,25,-3.3333,0.648676,0.2100,20.98,18.2730,540,4,0.1250
4340,3,false,25,-0.8333,0.648028,0.2100,20.78,18.2680,542,4,0.3750
4350,3,true,5,99.6000,0.647315,0.1800,21.46,15.0553,544,4,0.0000
4360,3,false,25,-1.2500,0.646668,0.1800,21.48,15.0367,547,4,0.3333
4370,3,false,25,-1.2500,0.646151,0.2100,21.22,18.0907,551,4,0.3333
4380,3,false,25,-3.3333,0.645376,0.2200,20.88,19.1090,554,4,0.1250
4390,3,false,25,-1.6667,0.644731,0.2500,20.24,22.1010,557,4,0.2500
4400,3,true,5,104.6000,0.644151,0.2500,20.28,22.1553,558,4,0.3333
4410,3,false,25,0.4167,0.643443,0.2300,20.50,20.3147,558,4,0.4583
4420,3,false,25,-2.9167,0.642864,0.2400,20.32,21.2753,562,4,0.1250
4430,3,false,25,-4.1667,0.642221,0.2300,20.52,20.4085,563,4,0.1250
4440,3,false,25,-4.5833,0.641515,0.2200,20.72,19.3875,564,4,0.3750
4450,3,false,25,-0.8333,0.640874,0.2200,20.82,19.6150,566,4,0.4167
4460,3,false,25,-4.5833,0.640298,0.2100,21.02,18.6440,568,4,0.2083
4470,3,false,25,-2.5000,0.639785,0.2100,20.68,18.7155,572,4,0.2083
4480,3,false,25,-0.8333,0.638954,0.1900,21.12,16.7112,573,4,0.3333
4490,3,false,25,-2.0833,0.638316,0.1700,21.56,14.6777,574,4,0.2500
4500,3,false,25,-1.2500,0.637678,0.1800,21.38,15.6342,576,4,0.3333
4510,3,false,25,-6.2500,0.637040,0.1900,21.14,16.6258,577,4,0.2083
4520,3,false,25,-8.3333,0.636467,0.1800,21.24,15.5315,580,4,0.0000
4530,3,false,25,-4.1667,0.635831,0.2000,20.80,17.4067,583,4,0.1250
4540,3,false,25,-1.6667,0.635195,0.2400,20.02,21.5595,588,4,0.2917
4550,3,false,25,-2.9167,0.634497,0.2500,19.62,22.3963,591,4,0.3333
4560,3,true,3,102.3000,0.633863,0.2600,19.38,23.4338,594,4,0.3333
4570,3,false,25,-3.7500,0.633356,0.2400,19.72,21.2437,596,4,0.0833
4580,3,true,25,95.5167,0.632596,0.2900,18.88,26.4535,602,4,0.3333
4590,3,false,25,-4.1667,0.631964,0.3100,18.36,28.4367,605,4,0.0417
4600,3,false,25,-5.0000,0.631459,0.3300,17.86,30.5303,609,4,0.4167
4610,3,false,25,-0.8333,0.630701,0.3600,17.20,33.6910,613,4,0.3750
4620,3,true,3,98.5500,0.630197,0.3500,17.52,32.7455,615,4,0.3333
4630,3,false,25,-4.1667,0.629441,0.3200,18.18,29.7307,615,4,0.5000
4640,3,false,25,-2.0833,0.628812,0.2700,19.20,24.4487,615,4,0.2083
4650,3,true,1,100.0000,0.628183,0.2700,19.18,24.5340,618,4,0.3333
4660,3,true,1,100.0000,0.627681,0.2700,19.16,24.5860,621,4,0.3333
4670,3,true,7,99.4000,0.626928,0.2800,19.12,25.5493,624,4,0.3333
4680,3,false,25,-4.1667,0.626301,0.2500,19.48,22.3270,627,4,0.0417
4690,3,false,25,-4.5833,0.625738,0.2500,19.54,22.3793,630,4,0.1667
4700,3,true,1,100.0000,0.625113,0.2600,19.46,23.3925,635,4,0.3333
4710,3,false,25,-2.9167,0.624425,0.2600,19.46,23.3967,639,4,0.3333
4720,3,false,25,-2.0833,0.623864,0.2700,19.16,24.3985,642,4,0.2500
4730,3,true,3,99.8000,0.623178,0.3100,18.24,28.5028,646,4,0.3333
4740,3,false,25,-2.5000,0.622555,0.3300,17.80,30.6113,648,4,0.3333
4750,3,true,1,100.0000,0.621995,0.3400,17.58,31.5552,652,4,0.3333
4760,3,false,25,-5.0000,0.621311,0.3400,17.60,31.4157,655,4,0.1250
4770,3,false,25,-3.7500,0.620814,0.3500,17.26,32.6007,659,4,0.1667
4780,3,true,3,97.3000,0.620131,0.3400,17.50,31.5590,661,4,0.3333
4790,3,true,1,100.0000,0.619635,0.3400,17.46,31.5713,664,4,0.3333
4800,3,false,25,-1.6667,0.618830,0.3200,17.76,29.5893,667,4,0.2500
4810,3,false,25,-3.3333,0.618212,0.3300,17.56,30.5270,672,4,0.1250
4820,3,true,5,104.1833,0.617656,0.3200,17.82,29.4208,674,4,0.3333
4830,3,true,9,103.3667,0.616977,0.3400,17.52,31.5445,680,5,0.3333
4840,3,false,25,-5.4167,0.616422,0.3700,16.86,34.6427,685,5,0.3750
4850,3,true,7,96.9000,0.615744,0.3600,17.14,33.7970,688,5,0.3333
4860,3,false,25,-4.1667,0.615190,0.3600,17.14,34.0512,691,5,0.1250
4870,3,true,3,104.3833,0.614514,0.3800,16.60,36.0905,697,5,0.3333
4880,3,true,1,100.0000,0.613899,0.3900,16.44,37.1908,700,5,1.0000
4890,3,false,25,-3.3333,0.613286,0.3900,16.54,37.1475,703,5,0.2083
4900,3,true,3,94.8000,0.612673,0.3900,16.50,37.0015,706,5,0.3333
4910,3,false,25,-2.5000,0.612060,0.3600,17.22,33.9057,708,5,0.2083
4920,3,true,3,99.8000,0.611448,0.3800,16.72,36.0993,712,5,0.3333
4930,3,true,3,99.8000,0.610837,0.3500,17.26,32.8757,715,5,0.3333
4940,3,true,5,104.6000,0.610227,0.3600,17.12,34.1365,721,5,0.3333
4950,3,true,7,99.4000,0.609617,0.3800,16.68,36.0492,726,5,0.3333
4960,3,false,25,-6.6667,0.609007,0.3900,16.40,36.8365,730,5,0.2500
4970,3,true,3,103.5500,0.608460,0.3800,16.68,35.7200,735,5,0.3333
4980,3,false,25,-3.7500,0.607791,0.3800,16.74,35.7473,738,5,0.0417
4990,3,false,25,-2.0833,0.607244,0.3700,16.88,34.6365,740,5,0.2083
5000,3,false,25,-1.6667,0.606576,0.3800,16.74,35.8223,744,5,0.2917
5010,3,false,25,-3.3333,0.605970,0.3800,16.68,35.9033,746,5,0.2917
5020,3,false,25,-6.2500,0.605364,0.3800,16.80,35.9038,750,5,0.0417
5030,3,true,3,103.1333,0.604759,0.3800,16.88,36.0583,753,5,1.0000
5040,3,false,25,-3.7500,0.604275,0.3500,17.46,32.9015,756,5,0.1667
5050,3,false,25,-7.0833,0.603551,0.3700,17.08,35.1082,763,5,0.1250
5060,3,false,25,-3.3333,0.602947,0.3900,16.76,37.3172,769,5,0.2083
5070,3,true,1,100.0000,0.602345,0.3900,16.76,37.3963,774,5,0.3333
5080,3,true,7,99.4000,0.601743,0.4000,16.74,38.4160,778,5,1.0000
5090,3,true,5,104.6000,0.601141,0.4400,15.86,42.7330,784,5,0.3333
5100,3,false,25,2.5000,0.600600,0.4300,16.18,41.7042,787,5,0.6667
5110,3,false,25,-3.3333,0.599940,0.4200,16.38,40.6665,788,5,0.0833
5120,3,false,25,-1.2500,0.599340,0.4300,16.30,41.7088,793,5,0.5417
5130,3,false,25,-2.5000,0.598741,0.4400,16.00,42.8107,797,5,0.2500
5140,3,true,5,98.3500,0.598143,0.4400,16.14,42.7925,800,5,0.3333
5150,3,true,3,99.8000,0.597605,0.4100,16.78,39.7255,804,5,0.3333
5160,3,true,25,97.6000,0.596948,0.4100,17.02,39.6765,810,5,0.3333
5170,3,false,25,-2.5000,0.596411,0.3900,17.42,37.6845,813,5,0.2917
5180,3,true,3,99.3833,0.595815,0.3900,17.16,37.6188,817,5,0.3333
5190,3,true,7,99.4000,0.595159,0.3800,17.50,36.5922,822,5,0.3333
5200,3,false,25,-2.5000,0.594683,0.3800,17.38,36.6292,825,5,0.1667
5210,3,false,25,-2.0833,0.593970,0.4300,16.52,41.7202,831,5,0.3333
5220,3,false,25,-1.2500,0.593377,0.4000,17.00,38.6108,833,5,0.3333
5230,3,false,25,-7.0833,0.592783,0.4000,17.20,38.5158,837,5,0.2083
5240,3,true,1,100.0000,0.592191,0.4000,17.10,38.3342,840,5,1.0000
5250,3,true,1,100.0000,0.591599,0.3900,17.20,37.1815,843,5,1.0000
5260,3,true,3,99.8000,0.591067,0.4000,16.80,38.2975,850,5,0.3333
5270,3,false,25,1.2500,0.590476,0.4000,16.80,38.1892,853,5,0.5417
5280,3,true,1,100.0000,0.589827,0.4100,16.58,39.2788,858,5,1.0000
5290,3,true,1,100.0000,0.589237,0.4100,16.42,39.1407,863,5,0.3333
5300,3,true,1,100.0000,0.588648,0.4200,16.18,40.0948,867,5,0.3333
5310,3,true,3,99.8000,0.588119,0.4000,16.38,38.0437,871,5,0.3333
5320,3,false,25,-3.7500,0.587472,0.4100,16.14,39.0562,874,5,0.2917
5330,3,false,25,-3.3333,0.586885,0.4000,16.26,38.0098,877,5,0.2500
5340,3,false,25,-3.7500,0.586357,0.4100,15.98,39.1513,881,5,0.2500
5350,3,false,25,-3.3333,0.585712,0.4000,16.36,38.0790,883,5,0.3333
5360,3,true,5,104.1833,0.585244,0.3700,16.96,34.8535,887,5,1.0000
5370,3,false,25,-4.5833,0.584659,0.3700,17.06,34.9185,890,5,0.1667
5380,3,false,25,-4.1667,0.584074,0.3700,17.24,34.9088,895,5,0.1250
5390,3,false,25,-5.0000,0.583374,0.3600,17.64,33.8512,899,5,0.1250
5400,3,false,25,-7.5000,0.582791,0.3500,17.88,32.7012,902,5,0.0833
5410,3,true,5,100.4333,0.582208,0.3400,18.10,31.7032,905,5,0.3333
5420,3,true,1,100.0000,0.581626,0.3500,17.86,32.8240,909,5,0.0000
5430,3,false,25,-2.5000,0.581103,0.3500,17.80,32.7967,912,5,0.2917
5440,3,false,25,-5.0000,0.580522,0.3400,18.04,31.7050,915,5,0.1667
5450,3,false,25,-4.1667,0.579942,0.3600,17.56,33.9133,919,5,0.0000
5460,3,true,1,100.0000,0.579304,0.3600,17.56,33.9508,923,5,0.3333
5470,3,false,25,-7.9167,0.578725,0.3600,17.54,33.9653,926,5,0.1250
5480,3,false,25,-2.0833,0.578147,0.3200,18.20,29.8912,927,5,0.4583
5490,3,false,25,-0.8333,0.577569,0.3000,18.62,27.9597,929,5,0.8333
5500,3,false,25,-5.8333,0.576992,0.2900,18.80,26.9073,931,5,0.0833
5510,3,false,25,-5.4167,0.576473,0.3000,18.70,27.9517,935,5,0.1250
5520,3,true,3,100.6333,0.575839,0.3100,18.50,28.9185,940,5,0.3333
5530,3,false,25,-5.4167,0.575436,0.3200,18.32,30.0583,944,5,0.2917
5540,3,true,13,98.8000,0.574746,0.3400,18.02,32.0945,949,5,0.3333
5550,3,false,25,-2.5000,0.574171,0.3200,18.46,30.1443,951,5,0.2500
5560,3,false,25,-3.3333,0.573597,0.3400,18.06,32.3863,957,5,0.0833
5570,3,true,3,103.9667,0.572967,0.3800,17.08,36.5717,964,5,0.3333
5580,3,true,9,104.2000,0.572394,0.4300,16.10,41.8663,970,5,0.3333
5590,3,false,25,-2.0833,0.571822,0.4200,16.26,40.7785,971,5,0.2083
5600,3,false,25,-3.3333,0.571250,0.4200,16.34,40.8913,973,5,0.1667
5610,4,false,25,0.8333,0.570679,0.4200,16.25,40.9753,977,5,0.6250
5620,4,true,2,99.9000,0.570109,0.3900,16.89,37.9625,979,5,0.3333
5630,4,true,4,103.0333,0.569539,0.3800,17.10,36.8363,982,5,1.0000
5640,4,true,8,101.8000,0.568970,0.3900,17.00,37.9348,988,5,1.0000
5650,4,false,25,-3.3333,0.568401,0.3800,17.15,36.7522,989,5,0.1250
5660,4,false,25,-2.9167,0.567833,0.3200,18.39,30.4847,989,5,0.2917
5670,4,false,25,-5.8333,0.567265,0.2800,19.48,26.2592,992,5,0.1250
5680,4,false,25,-3.3333,0.566755,0.2300,20.45,21.0030,993,5,0.1250
5690,4,true,2,96.5667,0.566132,0.2600,19.71,24.2050,997,5,1.0000
5700,4,false,25,-3.7500,0.565566,0.2600,19.75,24.3052,999,5,0.0833
5710,4,true,8,96.8000,0.565001,0.2700,19.61,25.4577,1004,5,0.3333
5720,4,false,25,-2.5000,0.564436,0.2800,19.50,26.5780,1007,5,0.1250
5730,4,false,25,-2.0833,0.563872,0.2600,19.96,24.5592,1008,5,0.1250
5740,4,false,25,-5.0000,0.563308,0.2200,20.60,20.5412,1010,5,0.1667
5750,4,false,25,-4.5833,0.562801,0.2400,20.24,22.7417,1013,5,0.1667
5760,4,false,25,-0.8333,0.562295,0.2700,19.65,25.8287,1016,5,0.2083
5770,4,false,25,-3.7500,0.561621,0.2600,19.86,24.8900,1018,5,0.2500
5780,4,true,4,103.0333,0.561059,0.2900,19.27,27.9228,1022,5,1.0000
5790,4,false,25,-1.2500,0.560498,0.3000,19.16,29.0015,1027,5,0.2083
5800,4,false,25,-2.9167,0.559938,0.3300,18.49,32.1757,1032,5,0.1250
5810,4,false,25,-3.3333,0.559434,0.2800,19.50,26.7905,1032,5,0.2917
5820,4,false,25,-1.2500,0.558819,0.2900,19.35,27.7357,1036,5,0.2917
5830,4,false,25,0.8333,0.558317,0.3000,19.06,28.7115,1038,5,0.4167
5840,4,false,25,-3.7500,0.557703,0.3000,19.20,28.5475,1040,5,0.0833
5850,4,false,25,-4.5833,0.557145,0.2900,19.33,27.4835,1042,5,0.1250
5860,4,false,25,-3.7500,0.556588,0.3000,19.08,28.5553,1046,5,0.0833
5870,4,true,4,94.7000,0.556088,0.3100,18.73,29.4830,1049,5,0.3333
5880,4,false,25,-0.8333,0.555532,0.3000,18.90,28.6317,1052,5,0.2500
5890,4,false,25,-4.1667,0.555032,0.2600,19.70,24.3935,1053,5,0.1250
5900,4,false,25,-3.3333,0.554366,0.2200,20.58,20.1432,1054,5,0.1250
5910,4,true,4,99.7000,0.553812,0.2500,19.91,23.2590,1057,5,0.3333
5920,4,false,25,-5.8333,0.553259,0.2300,20.21,21.0853,1059,5,0.3333
5930,4,false,25,-1.6667,0.552706,0.2300,20.33,21.2858,1061,5,0.1667
5940,4,true,4,104.7000,0.552208,0.2500,19.77,23.3397,1065,5,1.0000
5950,4,false,25,-4.5833,0.551601,0.2700,19.41,25.3735,1069,5,0.2083
5960,4,false,25,-0.0000,0.551160,0.2400,20.04,22.2825,1070,5,0.6250
5970,4,true,8,101.8000,0.550499,0.2300,20.37,21.2818,1072,5,0.3333
5980,4,false,25,-4.1667,0.550059,0.2300,20.33,20.9817,1075,5,0.2500
5990,4,true,2,102.4000,0.549454,0.2800,19.28,26.2708,1081,5,0.3333
6000,4,true,2,99.9000,0.548850,0.3400,17.84,32.4000,1088,5,0.3333
6010,4,true,10,102.4333,0.548301,0.3500,17.71,33.4223,1092,5,0.3333
6020,4,true,4,99.7000,0.547918,0.3700,17.25,35.6287,1096,5,0.3333
6030,4,false,25,-0.4167,0.547206,0.4000,16.48,38.7253,1101,5,0.3750
6040,4,false,25,-2.5000,0.546659,0.3800,17.12,36.7177,1103,5,0.0833
6050,4,false,25,-2.0833,0.546167,0.3700,17.43,35.5690,1106,5,0.2083
6060,4,false,25,-4.5833,0.545567,0.3800,17.26,36.3745,1108,5,0.2083
6070,4,true,4,103.0333,0.545076,0.3700,17.39,35.3772,1109,5,1.0000
6080,4,false,25,-4.1667,0.544477,0.3600,17.68,34.5055,1111,5,0.2500
6090,4,false,25,-1.6667,0.543987,0.3200,18.64,30.2222,1113,5,0.3333
6100,4,true,6,100.3333,0.543389,0.2900,19.39,27.1608,1117,5,0.3333
6110,4,false,25,-1.6667,0.542845,0.3000,19.16,28.3098,1122,5,0.1667
6120,4,false,25,-3.7500,0.542357,0.3000,19.14,28.2618,1126,5,0.0833
6130,4,false,25,-0.0000,0.541761,0.2800,19.58,26.1450,1129,5,0.4167
6140,4,false,25,-2.0833,0.541273,0.3000,18.90,28.2400,1133,5,0.2083
6150,4,false,25,-4.5833,0.540678,0.3000,18.80,28.2875,1136,5,0.2083
6160,4,false,25,-1.2500,0.540192,0.3100,18.65,29.5493,1139,5,0.3333
6170,4,true,4,97.2000,0.539598,0.3600,17.52,34.7340,1145,5,0.3333
6180,4,false,25,-1.6667,0.539059,0.3800,17.04,36.7840,1149,5,0.1667
6190,4,false,25,-0.8333,0.538574,0.4200,16.10,41.1112,1155,5,0.2917
6200,4,true,4,101.3667,0.537982,0.4100,16.25,40.1285,1158,5,0.3333
6210,5,true,3,102.7167,0.537498,0.3900,16.75,38.0640,1161,5,1.0000
6220,5,false,25,-2.0833,0.536907,0.3700,17.19,36.0347,1163,5,0.2500
6230,5,true,1,100.0000,0.536370,0.3600,17.40,34.9210,1165,5,0.3333
6240,5,true,1,100.0000,0.535834,0.3500,17.64,33.8793,1168,5,0.3333
6250,5,false,25,-1.6667,0.535298,0.3400,17.83,32.8968,1170,5,0.2917
6260,5,false,25,-0.4167,0.534763,0.3200,18.16,30.8160,1171,5,0.4583
6270,5,false,25,-1.2500,0.534229,0.2900,18.90,27.8598,1174,5,0.2083
6280,5,false,25,-2.0833,0.533695,0.2600,19.58,24.8555,1175,5,0.4167
6290,5,true,1,100.0000,0.533161,0.2400,19.92,22.6570,1179,5,0.0000
6300,5,false,25,-2.5000,0.532628,0.2300,20.15,21.5205,1181,5,0.0833
6310,5,false,25,-1.2500,0.532096,0.2200,20.24,20.3980,1183,5,0.2917
6320,5,false,25,-0.8333,0.531670,0.2000,20.70,18.2250,1183,5,0.3333
6330,5,true,3,104.3833,0.531033,0.2100,20.54,19.3462,1186,5,1.0000
6340,5,false,25,-3.3333,0.530502,0.1900,20.94,17.3292,1187,5,0.1250
6350,5,false,25,-3.7500,0.529972,0.1700,21.36,15.2977,1187,5,0.0417
6360,5,false,25,-3.3333,0.529442,0.1900,20.88,17.3102,1190,5,0.0833
6370,5,false,25,-1.6667,0.528966,0.1900,20.86,17.1705,1193,5,0.2917
6380,5,false,25,-3.3333,0.528437,0.1900,20.82,17.0703,1194,5,0.2083
6390,5,false,25,0.0000,0.527856,0.1600,21.50,14.0660,1195,5,0.2500
6400,5,false,25,-2.0833,0.527328,0.1800,21.14,16.2082,1199,5,0.1667
6410,5,true,5,102.5167,0.526854,0.1700,21.38,15.2123,1200,5,0.3333
6420,5,false,25,-3.7500,0.526275,0.1700,21.38,15.3748,1200,5,0.1667
